tiltle;Teilemarke,  Teilenummer;Unnamed: 2;Unnamed: 3;Preis;Unnamed: 5;interne Artikelnummer;Unnamed: 7;Unnamed: 8;Unnamed: 9;Zustand;Pfand;Unnamed: 12;Versandklasse ;Unnamed: 14;Unnamed: 15;Lieferzeit
;AS-PL, A9035SR;;;166,38;;A9035SR;;;;0.0;0;;1;;;3
;AS-PL, A9036;;;146,96;;A9036;;;;10.0;0;;1;;;3
;AS-PL, A9037;;;204;;A9037;;;;0.0;0;;1;;;3
;AS-PL, A9037SR;;;203,04;;A9037SR;;;;10.0;0;;1;;;3
;AS-PL, A9038;;;154,91;;A9038;;;;5.0;0;;1;;;3
;AS-PL, A9039;;;154,76;;A9039;;;;10.0;0;;1;;;3
;AS-PL, A9040;;;142,83;;A9040;;;;10.0;0;;1;;;3
;AS-PL, A9042;;;144,01;;A9042;;;;10.0;0;;1;;;3
;AS-PL, A9043;;;410,76;;A9043;;;;10.0;0;;1;;;3
;AS-PL, A9044;;;351,34;;A9044;;;;8.0;0;;1;;;3
;AS-PL, A9045;;;337,55;;A9045;;;;0.0;0;;1;;;3
;AS-PL, A9046;;;138,27;;A9046;;;;0.0;0;;1;;;3
;AS-PL, A9047;;;179,46;;A9047;;;;0.0;0;;1;;;3
;AS-PL, A9048;;;261,28;;A9048;;;;7.0;0;;1;;;3
;AS-PL, A9049;;;258,13;;A9049;;;;0.0;0;;1;;;3
;AS-PL, A9050;;;154,91;;A9050;;;;6.0;0;;1;;;3
;AS-PL, A9050(LETRIKA);;;382,44;;A9050(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, A9051;;;158,15;;A9051;;;;10.0;0;;1;;;3
;AS-PL, A9051(LETRIKA);;;348,14;;A9051(LETRIKA);;;;1.0;0;;1;;;3
;AS-PL, A9052;;;183,75;;A9052;;;;3.0;0;;1;;;3
;AS-PL, A9052(LETRIKA);;;410,65;;A9052(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, A9053;;;151,08;;A9053;;;;3.0;0;;1;;;3
;AS-PL, A9053(LETRIKA);;;389,27;;A9053(LETRIKA);;;;1.0;0;;1;;;3
;AS-PL, A9054;;;155,35;;A9054;;;;0.0;0;;1;;;3
;AS-PL, A9054(LETRIKA);;;410,28;;A9054(LETRIKA);;;;1.0;0;;1;;;3
;AS-PL, A9055;;;152,85;;A9055;;;;0.0;0;;1;;;3
;AS-PL, A9055(LETRIKA);;;435,07;;A9055(LETRIKA);;;;2.0;0;;1;;;3
;AS-PL, A9056;;;155,5;;A9056;;;;10.0;0;;1;;;3
;AS-PL, A9056(LETRIKA);;;460,71;;A9056(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, A9057;;;156,09;;A9057;;;;10.0;0;;1;;;3
;AS-PL, A9057(LETRIKA);;;387,47;;A9057(LETRIKA);;;;7.0;0;;1;;;3
;AS-PL, A9058;;;157,42;;A9058;;;;8.0;0;;1;;;3
;AS-PL, A9059;;;190,83;;A9059;;;;8.0;0;;1;;;3
;AS-PL, A9059(LETRIKA);;;443,46;;A9059(LETRIKA);;;;1.0;0;;1;;;3
;AS-PL, A9060;;;145,19;;A9060;;;;5.0;0;;1;;;3
;AS-PL, A9061;;;156,97;;A9061;;;;1.0;0;;1;;;3
;AS-PL, A9062;;;129,58;;A9062;;;;10.0;0;;1;;;3
;AS-PL, A9063;;;116,77;;A9063;;;;0.0;0;;1;;;3
;AS-PL, A9064;;;140,33;;A9064;;;;0.0;0;;1;;;3
;AS-PL, A9065;;;149,02;;A9065;;;;6.0;0;;1;;;3
;AS-PL, A9066;;;145,78;;A9066;;;;10.0;0;;1;;;3
;AS-PL, A9067;;;164,04;;A9067;;;;10.0;0;;1;;;3
;AS-PL, A9068;;;277,99;;A9068;;;;0.0;0;;1;;;3
;AS-PL, A9069;;;314,15;;A9069;;;;0.0;0;;1;;;3
;AS-PL, A9070;;;168,12;;A9070;;;;10.0;0;;1;;;3
;AS-PL, A9070SR;;;163,55;;A9070SR;;;;0.0;0;;1;;;3
;AS-PL, A9071;;;314,09;;A9071;;;;0.0;0;;1;;;3
;AS-PL, A9072;;;87,76;;A9072;;;;10.0;0;;1;;;3
;AS-PL, A9073;;;103,23;;A9073;;;;10.0;0;;1;;;3
;AS-PL, A9075;;;116,77;;A9075;;;;10.0;0;;1;;;3
;AS-PL, A9076;;;114,71;;A9076;;;;2.0;0;;1;;;3
;AS-PL, A9077;;;111,91;;A9077;;;;0.0;0;;1;;;3
;AS-PL, A9078;;;86,44;;A9078;;;;9.0;0;;1;;;3
;AS-PL, A9079;;;102,49;;A9079;;;;0.0;0;;1;;;3
;AS-PL, A9080;;;166,79;;A9080;;;;0.0;0;;1;;;3
;AS-PL, A9082;;;149,02;;A9082;;;;0.0;0;;1;;;3
;AS-PL, A9083(LETRIKA);;;217,77;;A9083(LETRIKA);;;;6.0;0;;1;;;3
;AS-PL, A9083S;;;113,24;;A9083S;;;;0.0;0;;1;;;3
;AS-PL, A9086;;;81,73;;A9086;;;;0.0;0;;1;;;3
;AS-PL, A9087;;;82,17;;A9087;;;;10.0;0;;1;;;3
;AS-PL, A9088;;;88,35;;A9088;;;;0.0;0;;1;;;3
;AS-PL, A9090;;;105,14;;A9090;;;;1.0;0;;1;;;3
;AS-PL, A9092(MANDO);;;145,64;;A9092(MANDO);;;;1.0;0;;1;;;3
;AS-PL, A9094(MANDO);;;204,74;;A9094(MANDO);;;;3.0;0;;1;;;3
;AS-PL, A9095(MANDO);;;198,63;;A9095(MANDO);;;;7.0;0;;1;;;3
;AS-PL, A9096(MANDO);;;336,27;;A9096(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9097(MANDO);;;145,64;;A9097(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9098;;;191,91;;A9098;;;;0.0;0;;1;;;3
;AS-PL, A9099(MANDO);;;326,34;;A9099(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9100;;;338,52;;A9100;;;;0.0;0;;1;;;3
;AS-PL, A9101(MANDO);;;303,65;;A9101(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9102(MANDO);;;436,19;;A9102(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9104(MANDO);;;132,38;;A9104(MANDO);;;;2.0;0;;1;;;3
;AS-PL, A9105(MANDO);;;201,18;;A9105(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9106(MANDO);;;145,64;;A9106(MANDO);;;;4.0;0;;1;;;3
;AS-PL, A9109(MANDO);;;308,03;;A9109(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9110;;;103,96;;A9110;;;;0.0;0;;1;;;3
;AS-PL, A9111;;;87,32;;A9111;;;;3.0;0;;1;;;3
;AS-PL, A9112;;;100,72;;A9112;;;;0.0;0;;1;;;3
;AS-PL, A9113;;;85,85;;A9113;;;;3.0;0;;1;;;3
;AS-PL, A9114;;;92,63;;A9114;;;;0.0;0;;1;;;3
;AS-PL, A9115;;;100,72;;A9115;;;;0.0;0;;1;;;3
;AS-PL, A9116;;;88,94;;A9116;;;;0.0;0;;1;;;3
;AS-PL, A9117;;;132,82;;A9117;;;;3.0;0;;1;;;3
;AS-PL, A9118;;;134,59;;A9118;;;;1.0;0;;1;;;3
;AS-PL, A9119;;;91,59;;A9119;;;;0.0;0;;1;;;3
;AS-PL, A9120;;;99,99;;A9120;;;;10.0;0;;1;;;3
;AS-PL, A9121;;;149,02;;A9121;;;;0.0;0;;1;;;3
;AS-PL, A9122;;;100,72;;A9122;;;;0.0;0;;1;;;3
;AS-PL, A9123;;;161,67;;A9123;;;;2.0;0;;1;;;3
;AS-PL, A9124;;;134,59;;A9124;;;;2.0;0;;1;;;3
;AS-PL, A9125;;;111,91;;A9125;;;;0.0;0;;1;;;3
;AS-PL, A9127;;;113,09;;A9127;;;;10.0;0;;1;;;3
;AS-PL, A9127(MANDO);;;237,42;;A9127(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9129(MANDO);;;158,89;;A9129(MANDO);;;;2.0;0;;1;;;3
;AS-PL, A9131(MANDO);;;479,53;;A9131(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9132(MANDO);;;478,28;;A9132(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9133(MANDO);;;264,08;;A9133(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9134(MANDO);;;559,44;;A9134(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9134S;;;211,45;;A9134S;;;;10.0;0;;1;;;3
;AS-PL, A9135(MANDO);;;896,82;;A9135(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9136;;;146,96;;A9136;;;;8.0;0;;1;;;3
;AS-PL, A9136(MANDO);;;158,89;;A9136(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9137;;;234,38;;A9137;;;;5.0;0;;1;;;3
;AS-PL, A9138;;;245,38;;A9138;;;;10.0;0;;1;;;3
;AS-PL, A9139ER;;;242,52;;A9139ER;;;;1.0;0;;1;;;3
;AS-PL, A9140ER;;;248,16;;A9140ER;;;;1.0;0;;1;;;3
;AS-PL, A9141;;;148,72;;A9141;;;;0.0;0;;1;;;3
;AS-PL, A9142;;;414;;A9142;;;;1.0;0;;1;;;3
;AS-PL, A9143;;;148,43;;A9143;;;;3.0;0;;1;;;3
;AS-PL, A9144;;;132,82;;A9144;;;;0.0;0;;1;;;3
;AS-PL, A9145;;;171,36;;A9145;;;;10.0;0;;1;;;3
;AS-PL, A9145(MANDO);;;158,89;;A9145(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9146(MANDO);;;158,89;;A9146(MANDO);;;;2.0;0;;1;;;3
;AS-PL, A9147(LETRIKA);;;335,96;;A9147(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, A9148(LETRIKA);;;382,1;;A9148(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, A9149(LETRIKA);;;347,25;;A9149(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, A9150(LETRIKA);;;323,32;;A9150(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, A9151;;;144,01;;A9151;;;;8.0;0;;1;;;3
;AS-PL, A9151(LETRIKA);;;452,1;;A9151(LETRIKA);;;;1.0;0;;1;;;3
;AS-PL, A9152(LETRIKA);;;416,04;;A9152(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, A9152S;;;124,28;;A9152S;;;;7.0;0;;1;;;3
;AS-PL, A9153(LETRIKA);;;337,18;;A9153(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, A9154(LETRIKA);;;419,65;;A9154(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, A9154S;;;151,23;;A9154S;;;;10.0;0;;1;;;3
;AS-PL, A9155;;;105,43;;A9155;;;;6.0;0;;1;;;3
;AS-PL, A9155(LETRIKA);;;515,03;;A9155(LETRIKA);;;;3.0;0;;1;;;3
;AS-PL, A9156;;;151,96;;A9156;;;;10.0;0;;1;;;3
;AS-PL, A9156(LETRIKA);;;364,99;;A9156(LETRIKA);;;;1.0;0;;1;;;3
;AS-PL, A9157(LETRIKA);;;466,38;;A9157(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, A9157S;;;114,56;;A9157S;;;;0.0;0;;1;;;3
;AS-PL, A9158;;;141,36;;A9158;;;;10.0;0;;1;;;3
;AS-PL, A9158(LETRIKA);;;449,9;;A9158(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, A9159;;;143,42;;A9159;;;;10.0;0;;1;;;3
;AS-PL, A9159(LETRIKA);;;349,05;;A9159(LETRIKA);;;;3.0;0;;1;;;3
;AS-PL, A9160;;;137,83;;A9160;;;;10.0;0;;1;;;3
;AS-PL, A9160(LETRIKA);;;368,78;;A9160(LETRIKA);;;;3.0;0;;1;;;3
;AS-PL, A9161(LETRIKA);;;579,56;;A9161(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, A9162;;;178,32;;A9162;;;;1.0;0;;1;;;3
;AS-PL, A9163;;;94,83;;A9163;;;;10.0;0;;1;;;3
;AS-PL, A9164;;;163,65;;A9164;;;;10.0;0;;1;;;3
;AS-PL, A9165;;;128,85;;A9165;;;;0.0;0;;1;;;3
;AS-PL, A9166;;;176,91;;A9166;;;;10.0;0;;1;;;3
;AS-PL, A9167;;;123,4;;A9167;;;;10.0;0;;1;;;3
;AS-PL, A9168(LETRIKA);;;542,68;;A9168(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, A9169(LETRIKA);;;772,52;;A9169(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, A9170;;;141,07;;A9170;;;;10.0;0;;1;;;3
;AS-PL, A9170(LETRIKA);;;358,06;;A9170(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, A9171(LETRIKA);;;581,78;;A9171(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, A9171S;;;208,23;;A9171S;;;;2.0;0;;1;;;3
;AS-PL, A9172(LETRIKA);;;611,36;;A9172(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, A9173;;;171,66;;A9173;;;;2.0;0;;1;;;3
;AS-PL, A9174;;;435,19;;A9174;;;;6.0;0;;1;;;3
;AS-PL, A9175;;;157,85;;A9175;;;;0.0;0;;1;;;3
;AS-PL, A9176;;;161,69;;A9176;;;;0.0;0;;1;;;3
;AS-PL, A9177;;;173,15;;A9177;;;;7.0;0;;1;;;3
;AS-PL, A9178;;;157,71;;A9178;;;;8.0;0;;1;;;3
;AS-PL, A9179;;;145,93;;A9179;;;;8.0;0;;1;;;3
;AS-PL, A9180;;;158,3;;A9180;;;;10.0;0;;1;;;3
;AS-PL, A9181;;;178,7;;A9181;;;;0.0;0;;1;;;3
;AS-PL, A9182;;;209,1;;A9182;;;;10.0;0;;1;;;3
;AS-PL, A9183;;;184,96;;A9183;;;;0.0;0;;1;;;3
;AS-PL, A9184;;;214,3;;A9184;;;;1.0;0;;1;;;3
;AS-PL, A9185;;;178,7;;A9185;;;;0.0;0;;1;;;3
;AS-PL, A9186;;;178,7;;A9186;;;;0.0;0;;1;;;3
;AS-PL, A9187;;;355,46;;A9187;;;;4.0;0;;1;;;3
;AS-PL, A9188;;;139,75;;A9188;;;;0.0;0;;1;;;3
;AS-PL, A9189;;;191,07;;A9189;;;;10.0;0;;1;;;3
;AS-PL, A9190;;;182,06;;A9190;;;;5.0;0;;1;;;3
;AS-PL, A9191;;;492,55;;A9191;;;;0.0;0;;1;;;3
;AS-PL, A9192;;;155,65;;A9192;;;;0.0;0;;1;;;3
;AS-PL, A9193;;;259,6;;A9193;;;;10.0;0;;1;;;3
;AS-PL, A9194;;;362,87;;A9194;;;;10.0;0;;1;;;3
;AS-PL, A9195;;;81,43;;A9195;;;;7.0;0;;1;;;3
;AS-PL, A9196;;;151,67;;A9196;;;;10.0;0;;1;;;3
;AS-PL, A9197;;;106,17;;A9197;;;;10.0;0;;1;;;3
;AS-PL, A9198;;;348,49;;A9198;;;;2.0;0;;1;;;3
;AS-PL, A9199;;;320,42;;A9199;;;;3.0;0;;1;;;3
;AS-PL, A9200;;;328,46;;A9200;;;;6.0;0;;1;;;3
;AS-PL, A9201;;;389,37;;A9201;;;;1.0;0;;1;;;3
;AS-PL, A9202;;;409,01;;A9202;;;;2.0;0;;1;;;3
;AS-PL, A9203;;;471,89;;A9203;;;;0.0;0;;1;;;3
;AS-PL, A9204;;;353,4;;A9204;;;;0.0;0;;1;;;3
;AS-PL, A9205;;;476,59;;A9205;;;;1.0;0;;1;;;3
;AS-PL, A9206;;;353,4;;A9206;;;;0.0;0;;1;;;3
;AS-PL, A9207(LETRIKA);;;515,03;;A9207(LETRIKA);;;;1.0;0;;1;;;3
;AS-PL, A9208;;;441,03;;A9208;;;;5.0;0;;1;;;3
;AS-PL, A9209;;;102,78;;A9209;;;;10.0;0;;1;;;3
;AS-PL, A9210;;;137,39;;A9210;;;;10.0;0;;1;;;3
;AS-PL, A9211;;;79,52;;A9211;;;;10.0;0;;1;;;3
;AS-PL, A9211(LETRIKA);;;169,65;;A9211(LETRIKA);;;;6.0;0;;1;;;3
;AS-PL, A9212;;;95,71;;A9212;;;;5.0;0;;1;;;3
;AS-PL, A9213;;;91;;A9213;;;;10.0;0;;1;;;3
;AS-PL, A9214;;;199,49;;A9214;;;;0.0;0;;1;;;3
;AS-PL, A9214(LETRIKA);;;538,12;;A9214(LETRIKA);;;;9.0;0;;1;;;3
;AS-PL, A9215;;;95,86;;A9215;;;;0.0;0;;1;;;3
;AS-PL, A9215(LETRIKA);;;209,33;;A9215(LETRIKA);;;;2.0;0;;1;;;3
;AS-PL, A9216;;;89,23;;A9216;;;;10.0;0;;1;;;3
;AS-PL, A9217;;;98,22;;A9217;;;;4.0;0;;1;;;3
;AS-PL, A9218;;;141,22;;A9218;;;;7.0;0;;1;;;3
;AS-PL, A9219;;;216,05;;A9219;;;;10.0;0;;1;;;3
;AS-PL, A9220;;;99,4;;A9220;;;;10.0;0;;1;;;3
;AS-PL, A9221;;;92,77;;A9221;;;;10.0;0;;1;;;3
;AS-PL, A9222;;;203,73;;A9222;;;;0.0;0;;1;;;3
;AS-PL, A9223;;;151,23;;A9223;;;;10.0;0;;1;;;3
;AS-PL, A9224;;;140,63;;A9224;;;;3.0;0;;1;;;3
;AS-PL, A9225;;;98,52;;A9225;;;;3.0;0;;1;;;3
;AS-PL, A9227;;;94,24;;A9227;;;;10.0;0;;1;;;3
;AS-PL, A9227(LETRIKA);;;237,13;;A9227(LETRIKA);;;;3.0;0;;1;;;3
;AS-PL, A9229;;;148,29;;A9229;;;;10.0;0;;1;;;3
;AS-PL, A9230;;;96,16;;A9230;;;;10.0;0;;1;;;3
;AS-PL, A9231;;;94,1;;A9231;;;;10.0;0;;1;;;3
;AS-PL, A9231(LETRIKA);;;205,09;;A9231(LETRIKA);;;;4.0;0;;1;;;3
;AS-PL, A9232;;;154,76;;A9232;;;;10.0;0;;1;;;3
;AS-PL, A9233;;;148,87;;A9233;;;;7.0;0;;1;;;3
;AS-PL, A9234;;;91;;A9234;;;;10.0;0;;1;;;3
;AS-PL, A9235;;;83,5;;A9235;;;;1.0;0;;1;;;3
;AS-PL, A9237;;;1769,61;;A9237;;;;5.0;0;;1;;;3
;AS-PL, A9239;;;100,58;;A9239;;;;10.0;0;;1;;;3
;AS-PL, A9241;;;98,95;;A9241;;;;2.0;0;;1;;;3
;AS-PL, A9242P;;;277,33;;A9242P;;;;2.0;0;;1;;;3
;AS-PL, A9243S;;;196,72;;A9243S;;;;2.0;0;;1;;;3
;AS-PL, A9244S;;;171,25;;A9244S;;;;10.0;0;;1;;;3
;AS-PL, A9245(LETRIKA);;;445,32;;A9245(LETRIKA);;;;3.0;0;;1;;;3
;AS-PL, A9245S;;;132,09;;A9245S;;;;5.0;0;;1;;;3
;AS-PL, A9246(LETRIKA);;;350,85;;A9246(LETRIKA);;;;5.0;0;;1;;;3
;AS-PL, A9247S;;;499,87;;A9247S;;;;0.0;0;;1;;;3
;AS-PL, A9248(LETRIKA);;;515,03;;A9248(LETRIKA);;;;3.0;0;;1;;;3
;AS-PL, A9249S;;;167,82;;A9249S;;;;0.0;0;;1;;;3
;AS-PL, A9250S;;;159,81;;A9250S;;;;10.0;0;;1;;;3
;AS-PL, A9251S;;;567,05;;A9251S;;;;0.0;0;;1;;;3
;AS-PL, A9252(LETRIKA);;;397,48;;A9252(LETRIKA);;;;4.0;0;;1;;;3
;AS-PL, A9253(LETRIKA);;;425,47;;A9253(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, A9254(LETRIKA);;;368,9;;A9254(LETRIKA);;;;3.0;0;;1;;;3
;AS-PL, A9255(LETRIKA);;;296,36;;A9255(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, A9256(LETRIKA);;;164,73;;A9256(LETRIKA);;;;0.0;0;;1;;;3
;AS-PL, A9257(LETRIKA);;;451,42;;A9257(LETRIKA);;;;1.0;0;;1;;;3
;AS-PL, A9257S;;;175,14;;A9257S;;;;0.0;0;;1;;;3
;AS-PL, A9258(LETRIKA);;;194,37;;A9258(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, A9258S;;;92,92;;A9258S;;;;0.0;0;;1;;;3
;AS-PL, A9259S;;;143,42;;A9259S;;;;8.0;0;;1;;;3
;AS-PL, A9260S;;;145,48;;A9260S;;;;7.0;0;;1;;;3
;AS-PL, A9261S;;;109,55;;A9261S;;;;0.0;0;;1;;;3
;AS-PL, A9262S;;;140,92;;A9262S;;;;0.0;0;;1;;;3
;AS-PL, A9263(MANDO);;;273,3;;A9263(MANDO);;;;0.0;0;;1;;;3
;AS-PL, A9264(MANDO);;;79,52;;A9264(MANDO);;;;9.0;0;;1;;;3
;AS-PL, A9265S;;;121,63;;A9265S;;;;3.0;0;;1;;;3
;AS-PL, A9266S;;;173,79;;A9266S;;;;10.0;0;;1;;;3
;AS-PL, A9267P;;;332,69;;A9267P;;;;0.0;0;;1;;;3
;AS-PL, A9268S;;;113,68;;A9268S;;;;6.0;0;;1;;;3
;AS-PL, A9269S;;;382,24;;A9269S;;;;10.0;0;;1;;;3
;AS-PL, A9270(LETRIKA);;;284,65;;A9270(LETRIKA);;;;10.0;0;;1;;;3
;AS-PL, A9271S;;;356,83;;A9271S;;;;2.0;0;;1;;;3
;AS-PL, A9272S;;;156,24;;A9272S;;;;3.0;0;;1;;;3
;AS-PL, A9273SR;;;141,07;;A9273SR;;;;7.0;0;;1;;;3
;AS-PL, A9274S;;;364,44;;A9274S;;;;8.0;0;;1;;;3
;AS-PL, A9275S;;;205,49;;A9275S;;;;5.0;0;;1;;;3
;AS-PL, A9276S;;;156,83;;A9276S;;;;10.0;0;;1;;;3
;AS-PL, A9277S;;;155,5;;A9277S;;;;10.0;0;;1;;;3
;AS-PL, A9278(LETRIKA);;;391,99;;A9278(LETRIKA);;;;1.0;0;;1;;;3
;AS-PL, A9278S;;;151,23;;A9278S;;;;10.0;0;;1;;;3
;AS-PL, A9279S;;;203,8;;A9279S;;;;10.0;0;;1;;;3
;AS-PL, A9280S;;;160,25;;A9280S;;;;10.0;0;;1;;;3
;AS-PL, A9281S;;;73,63;;A9281S;;;;10.0;0;;1;;;3
;AS-PL, A9282S;;;89,97;;A9282S;;;;0.0;0;;1;;;3
;AS-PL, A9283S;;;99,54;;A9283S;;;;7.0;0;;1;;;3
;AS-PL, A9284S;;;88,35;;A9284S;;;;4.0;0;;1;;;3
;AS-PL, A9285S;;;88,35;;A9285S;;;;5.0;0;;1;;;3
;AS-PL, A9286S;;;92,77;;A9286S;;;;8.0;0;;1;;;3
;AS-PL, A9287S;;;87,91;;A9287S;;;;0.0;0;;1;;;3
;AS-PL, A9288S;;;88,35;;A9288S;;;;10.0;0;;1;;;3
;AS-PL, A9289S;;;149,46;;A9289S;;;;10.0;0;;1;;;3
;AS-PL, A9290S;;;99,25;;A9290S;;;;2.0;0;;1;;;3
;AS-PL, A9291S;;;97,63;;A9291S;;;;0.0;0;;1;;;3
;AS-PL, A9292S;;;140,77;;A9292S;;;;6.0;0;;1;;;3
;AS-PL, A9293S;;;207,24;;A9293S;;;;9.0;0;;1;;;3
;AS-PL, A9294S;;;137,09;;A9294S;;;;10.0;0;;1;;;3
;AS-PL, A9295S;;;174,99;;A9295S;;;;10.0;0;;1;;;3
;AS-PL, A9296S;;;158,74;;A9296S;;;;6.0;0;;1;;;3
;AS-PL, A9297S;;;160,25;;A9297S;;;;0.0;0;;1;;;3
;AS-PL, A9298S;;;190,01;;A9298S;;;;10.0;0;;1;;;3
;AS-PL, A9299S;;;193,23;;A9299S;;;;10.0;0;;1;;;3
;AS-PL, A9300(LETRIKA);;;462,32;;A9300(LETRIKA);;;;2.0;0;;1;;;3
;AS-PL, A9300S;;;199,8;;A9300S;;;;0.0;0;;1;;;3
;AS-PL, A9301S;;;345,02;;A9301S;;;;10.0;0;;1;;;3
;AS-PL, A9302S;;;393,74;;A9302S;;;;10.0;0;;1;;;3
;AS-PL, A9303S;;;371,02;;A9303S;;;;6.0;0;;1;;;3
;AS-PL, A9304S;;;218,19;;A9304S;;;;0.0;0;;1;;;3
;AS-PL, A9305S;;;187,55;;A9305S;;;;0.0;0;;1;;;3
;AS-PL, A9306S;;;126,93;;A9306S;;;;10.0;0;;1;;;3
;AS-PL, A9307S;;;107,94;;A9307S;;;;10.0;0;;1;;;3
;AS-PL, A9308S;;;118,68;;A9308S;;;;0.0;0;;1;;;3
;AS-PL, A9309S;;;184,76;;A9309S;;;;1.0;0;;1;;;3
;AS-PL, A9310S;;;185,67;;A9310S;;;;3.0;0;;1;;;3
;AS-PL, A9311S;;;178,32;;A9311S;;;;10.0;0;;1;;;3
;AS-PL, A9312S;;;148,13;;A9312S;;;;8.0;0;;1;;;3
;AS-PL, A9313P;;;267,25;;A9313P;;;;0.0;0;;1;;;3
;AS-PL, A9314S;;;163,15;;A9314S;;;;0.0;0;;1;;;3
;AS-PL, A9315S;;;197,77;;A9315S;;;;10.0;0;;1;;;3
;AS-PL, A9316S;;;182,94;;A9316S;;;;0.0;0;;1;;;3
;AS-PL, A9317S;;;177,99;;A9317S;;;;10.0;0;;1;;;3
;AS-PL, A9318S;;;128,55;;A9318S;;;;10.0;0;;1;;;3
;AS-PL, A9319S;;;111,62;;A9319S;;;;10.0;0;;1;;;3
;AS-PL, A9320S;;;119,42;;A9320S;;;;1.0;0;;1;;;3
;AS-PL, A9321S;;;114,27;;A9321S;;;;0.0;0;;1;;;3
;AS-PL, A9322S;;;110,59;;A9322S;;;;8.0;0;;1;;;3
;AS-PL, A9323S;;;130,03;;A9323S;;;;3.0;0;;1;;;3
;AS-PL, A9324S;;;118,68;;A9324S;;;;0.0;0;;1;;;3
;AS-PL, A9325S;;;122,22;;A9325S;;;;5.0;0;;1;;;3
;AS-PL, A9326S;;;126,05;;A9326S;;;;10.0;0;;1;;;3
;AS-PL, A9327S;;;159,34;;A9327S;;;;4.0;0;;1;;;3
;AS-PL, A9328S;;;121,49;;A9328S;;;;8.0;0;;1;;;3
;AS-PL, A9329(PRESTOLITE);;;1236,49;;A9329(PRESTOLITE);;;;2.0;0;;1;;;3
;AS-PL, A9329S;;;402,7;;A9329S;;;;10.0;0;;1;;;3
;AS-PL, A9330S;;;177,19;;A9330S;;;;0.0;0;;1;;;3
;AS-PL, A9331PR;;;124,14;;A9331PR;;;;0.0;0;;1;;;3
;AS-PL, A9332S;;;170,28;;A9332S;;;;0.0;0;;1;;;3
;AS-PL, A9333S;;;163,25;;A9333S;;;;0.0;0;;1;;;3
;AS-PL, A9334S;;;120,75;;A9334S;;;;2.0;0;;1;;;3
;AS-PL, A9335S;;;164,35;;A9335S;;;;4.0;0;;1;;;3
;AS-PL, A9336S;;;196,22;;A9336S;;;;7.0;0;;1;;;3
;AS-PL, A9337S;;;127,08;;A9337S;;;;0.0;0;;1;;;3
;AS-PL, A9338S;;;154,18;;A9338S;;;;3.0;0;;1;;;3
;AS-PL, A9339S;;;121,04;;A9339S;;;;0.0;0;;1;;;3
;AS-PL, A9340S;;;137,53;;A9340S;;;;8.0;0;;1;;;3
;AS-PL, A9341S;;;154,91;;A9341S;;;;10.0;0;;1;;;3
;AS-PL, A9342S;;;134;;A9342S;;;;10.0;0;;1;;;3
;AS-PL, A9343S;;;247,54;;A9343S;;;;10.0;0;;1;;;3
;AS-PL, A9344S;;;155,06;;A9344S;;;;10.0;0;;1;;;3
;AS-PL, A9345(LETRIKA);;;543,9;;A9345(LETRIKA);;;;1.0;0;;1;;;3
;AS-PL, A9346S;;;141,07;;A9346S;;;;10.0;0;;1;;;3
;AS-PL, A9347S;;;152,26;;A9347S;;;;10.0;0;;1;;;3
;AS-PL, A9348S;;;172,28;;A9348S;;;;9.0;0;;1;;;3
