platform,product_id,old_quantity,new_quantity,difference,run_timestamp,stock_AS-PL,stock_Abakus,stock_Airstal,stock_JPGROUP,stock_NTY,stock_Primeturbo,stock_Storm,stock_eminia trading
TIELEHABERDER,A0127,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0127P,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0127PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0128,3,6,3,20250812_135901,6,0,0,0,0,0,0,0
TIELEHABERDER,A0129,3,1,-2,20250812_135901,1,0,0,0,0,0,0,0
TIELEHABERDER,A0130,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0131,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0133,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0136,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0136PR,3,6,3,20250812_135901,6,0,0,0,0,0,0,0
TIELEHABERDER,A0136SR,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0138,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0138BOSCH,3,1,-2,20250812_135901,1,0,0,0,0,0,0,0
TIELEHABERDER,A0138SEG,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0139,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0139SEG,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0140,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0142,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0142P,3,2,-1,20250812_135901,2,0,0,0,0,0,0,0
TIELEHABERDER,A0142PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0144,3,6,3,20250812_135901,6,0,0,0,0,0,0,0
TIELEHABERDER,A0145,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0146,3,2,-1,20250812_135901,2,0,0,0,0,0,0,0
TIELEHABERDER,A0147,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0147PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0148,3,0,-3,20250812_135901,0,0,0,0,0,0,0,0
TIELEHABERDER,A0149,3,8,5,20250812_135901,8,0,0,0,0,0,0,0
TIELEHABERDER,A0149SEG,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0150,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
TIELEHABERDER,A0150PR,3,10,7,20250812_135901,10,0,0,0,0,0,0,0
